productionvolume,supplierquality,defectrate,qualityscore,maintenancehours,inventoryturnover,stockoutrate,workerproductivity,safetyincidents,energyefficiency,defectstatus
576,95.30632599,2.800830858,94.77836466,10,7.49568764,0.079498619,85.0567792,3,0.141701146,0
802,98.58806968,4.680843621,62.89088049,13,9.792991091,0.042896508,94.41153058,4,0.367116166,1
501,84.09604818,4.434334521,95.03542885,21,8.791191179,0.006859297,95.86865918,9,0.343724529,1
829,95.9599607,1.105364715,80.97143933,19,5.864219322,0.086830457,87.4347095,3,0.385345089,1
655,94.77092107,1.277553433,76.33067096,12,7.356505181,0.076503993,95.80153634,3,0.289779562,1
261,81.27589113,2.109382473,72.38722257,1,8.496857564,0.079073484,88.87489351,8,0.207994731,1
301,87.74446282,1.808347397,71.88468633,19,6.625427853,0.074485873,97.15290697,3,0.365471668,1
369,85.65530914,3.266469289,72.2321033,6,2.491900008,0.027575449,80.49807544,3,0.248542971,1
962,86.08980849,4.562492215,95.39212324,0,5.763570511,0.085884572,81.66990142,3,0.18758116,1
915,99.65893759,4.830311938,88.95180921,2,3.044586646,0.000223255,95.52703615,1,0.263451605,1
370,92.85554827,3.441213286,86.78892031,19,7.718774202,0.023727628,92.48179256,7,0.405307934,1
555,94.35352316,4.271716406,91.94996596,11,7.445031325,0.00465596,91.18040507,3,0.290317279,1
561,99.53235275,2.863409901,70.28458652,4,9.943265536,0.011059646,92.27957615,4,0.219945705,1
826,87.54403565,1.437471261,84.72171248,11,7.030478414,0.053237914,98.60381255,7,0.432747446,1
351,96.03680337,2.861097854,78.40264956,2,8.401103539,0.003725619,93.11074063,3,0.452657502,0
801,88.69061927,2.997871706,91.29766541,19,4.146302807,0.018138105,92.94952233,4,0.27330017,1
395,97.39067344,3.841059039,72.37024442,4,4.720193082,0.023274015,95.18941759,4,0.249875208,1
824,83.61315083,1.489473454,85.72714467,0,9.336194019,0.065533881,97.33241411,5,0.345079579,1
819,98.95372354,2.157396719,95.28849647,15,8.041538077,0.046882052,85.23824956,6,0.123189778,1
848,84.37543417,2.138123611,76.08601905,8,7.242153398,0.045841252,92.33497718,2,0.376529264,1
437,86.52441014,4.817478181,62.66488349,9,4.032221541,0.076843255,91.67949927,9,0.412915042,1
978,95.12384468,2.497752321,80.64203289,9,7.58862343,0.045672141,82.69698963,2,0.258976771,1
152,87.87510283,3.897922853,73.83889951,12,9.09410916,0.034848874,90.40633948,8,0.16984634,1
891,92.16422754,3.878651216,86.88901522,15,3.846381239,0.096245105,81.39101029,0,0.11152735,1
316,88.89147002,1.694948832,98.04131699,19,7.648991583,0.000829331,83.69919175,9,0.35489824,1
863,94.84739874,3.073413602,79.42433272,3,5.149551627,0.0305393,98.25926164,7,0.207597363,1
287,84.56662505,4.52436302,78.64760921,13,2.950139304,0.060939272,82.38486363,9,0.285555835,1
479,81.16915974,2.638389738,86.18339201,16,8.107685412,0.078280924,91.578326,2,0.254542209,1
592,85.99858795,4.753028783,64.13990014,4,3.337094313,0.081641295,86.46961392,4,0.169953918,1
140,89.4861733,1.465062032,70.14024756,12,4.023170188,0.004607313,91.10626581,2,0.303347467,1
256,83.36040104,0.833715976,96.75917302,2,8.263536327,0.070913206,84.69947085,9,0.283837409,0
114,87.09594579,4.511542429,86.79770453,4,7.937062285,0.072025364,88.88758909,0,0.349659049,1
912,87.99966037,4.314565391,60.53776176,15,4.033464528,0.021407942,97.34666866,9,0.200753998,1
164,81.14783687,4.966654442,68.1850189,18,9.527716915,0.011277503,87.52433956,4,0.185855632,1
956,91.66614496,3.557270697,87.31349064,18,3.722281801,0.074968616,87.06061876,7,0.425738024,1
938,97.68686856,4.71509567,90.5759681,16,9.94897772,0.024950001,88.92236159,4,0.380876898,1
620,83.03485826,4.221270613,93.59438291,17,7.903198976,0.00016738,82.00985688,3,0.408882581,1
443,91.95616027,4.299918499,71.68707214,17,5.140061524,0.02235726,87.74694049,8,0.149315925,1
228,93.2947841,3.061137067,97.24114385,22,3.042793653,0.003106801,80.13800501,0,0.189615857,1
747,88.38669361,2.220640691,82.11787574,7,4.564079641,0.024918669,90.0679429,4,0.330212606,0
571,94.02195175,4.705511326,87.8615609,17,3.549908092,0.033501958,96.95882158,0,0.442880539,1
162,88.21463087,2.44452729,83.86955451,8,6.974716692,0.027140016,91.04146208,5,0.456845857,0
238,90.09274576,2.924687153,64.90960219,18,4.854841225,0.091993707,92.15450356,9,0.432763985,1
598,80.14706089,2.507514382,98.52458638,9,4.36005809,0.023253295,80.61126743,8,0.117359178,0
692,93.83440228,3.041682413,64.9150232,1,8.057065534,0.046753482,97.1902996,1,0.428351674,1
491,93.22685358,2.617272855,70.19527826,16,3.844795479,0.095742759,87.70007106,3,0.459636471,1
774,80.76801755,0.715854014,92.54511521,23,6.695114539,0.087919949,99.49705361,7,0.122699636,1
518,87.36500215,4.469216837,84.74387846,12,3.556768743,0.030925847,82.40930739,2,0.266512358,1
388,99.58063682,2.499772185,93.52596662,10,7.718388862,0.032649029,98.8934377,6,0.314644129,0
478,88.41473125,3.150246418,80.62944753,15,7.00097187,0.05933294,92.68581813,6,0.193100149,1
872,90.0389081,1.126345112,75.07972941,19,8.385228121,0.091786285,81.04680601,1,0.306674262,1
589,98.19860316,0.515245316,96.87381998,6,2.547976598,0.00099998,99.43398156,9,0.454382315,0
330,94.34523752,1.603805421,61.4500927,2,3.680843596,0.039311979,80.27746136,3,0.446777003,1
140,91.64140262,3.670637145,94.24520881,15,3.235682884,0.084977549,94.61400337,0,0.475934913,1
127,95.95609363,0.946375386,69.23271141,18,3.524489922,0.041046998,97.79059897,7,0.293643919,1
234,97.28732533,4.589993482,93.94945311,19,2.824112633,0.072005488,83.51623108,9,0.264226778,1
300,89.13776143,1.467601562,65.56786454,15,6.496655211,0.06919249,86.86714381,9,0.366315128,1
939,89.5021673,1.420671264,83.20875855,1,6.747451256,0.020545871,91.22458681,8,0.266704231,1
879,87.72101871,1.316785827,95.52431676,13,8.747918045,0.04495945,93.59618572,0,0.116777838,1
132,99.3341228,0.562917708,78.94158588,19,5.341905412,0.056618671,97.43751736,6,0.387968581,1
147,93.94332509,3.973124608,89.86266695,9,6.259077705,0.071546294,95.22140942,0,0.212393577,1
602,81.66446132,4.437655391,92.18686471,18,9.930432475,0.082238963,87.26662288,0,0.119634125,1
506,97.25919247,3.263732162,89.45976835,23,6.254760667,0.075993321,96.43439624,8,0.108248431,1
673,89.61119882,1.346899918,97.01318947,10,6.588608702,0.002831147,99.32153442,9,0.472544507,0
827,81.37507813,1.783750986,77.87336922,17,9.967339319,0.067063784,84.53972362,9,0.200830403,1
904,90.9943451,2.641670138,66.92501757,10,9.953035052,0.049731546,81.48191187,5,0.279159677,1
198,88.34328558,4.794556782,61.91244255,8,5.392243565,0.057386174,88.53239464,0,0.480230581,1
783,97.5549881,1.613081173,69.85839479,18,7.079574637,0.037296621,97.62794208,6,0.287006792,1
971,84.07989207,3.792406568,65.72790016,19,5.846420063,0.071402621,83.0058301,2,0.131443729,1
825,96.52929219,2.477517005,82.31794966,9,7.765723613,0.067388851,97.71596376,9,0.320774419,1
646,91.15377382,1.840313068,67.39781349,2,9.507092169,0.057948648,99.84426047,3,0.135279461,1
838,81.09220606,2.551621717,61.55734829,2,4.477274467,0.086160553,81.08004462,3,0.138035151,1
712,99.43690603,0.820430229,61.43959315,23,8.551001364,0.010190002,89.90512748,7,0.44059083,1
561,90.25230488,4.094093169,93.26277993,7,7.238791462,0.030102328,86.57770989,0,0.215768617,1
742,85.81753708,1.594858676,83.65799726,5,4.24147841,0.049513042,87.8735971,7,0.37146808,0
868,89.38813684,3.764354554,74.32341208,19,8.378397265,0.095860481,89.03269505,8,0.303569734,1
104,97.15715567,0.807567672,95.76912171,0,5.417064154,0.007196339,94.79407913,6,0.188930676,0
317,86.09806249,4.797943503,62.80786446,19,2.963177404,0.033707749,91.82599406,0,0.307128119,1
602,83.85352793,1.368567434,99.21288291,23,9.947330858,0.092589055,99.22402176,6,0.127597414,1
866,82.58142494,4.472339343,84.65167161,5,5.405170664,0.089794757,86.65529198,5,0.23888494,1
497,85.95718797,4.142629443,67.33857016,1,6.332420379,0.086524557,90.83008165,4,0.30913449,1
970,95.60096174,4.855369658,87.16276396,18,8.463693846,0.030839046,96.26657062,4,0.191357735,1
894,89.4325273,2.650507974,90.53525039,6,9.687009081,0.084683578,87.46056834,0,0.364075252,1
492,84.54963207,3.773287822,77.17371133,10,8.9831028,0.050533941,89.30598401,5,0.120724769,1
306,83.32369999,2.168197957,94.46530425,10,6.200425662,0.061977884,93.69949105,3,0.293923959,0
114,86.65458953,1.329657071,66.02929629,3,6.365568604,0.023882491,97.21488437,0,0.385998313,1
957,98.79848746,2.493841698,71.15350334,19,4.247095493,0.070667389,88.31362941,7,0.271978424,1
653,86.86053425,1.245870569,63.73969446,15,5.702423025,0.03276971,90.63900944,7,0.449834566,1
991,99.76248152,4.919200803,68.43511362,4,9.574711057,0.034388043,99.50244571,3,0.352877112,1
560,89.70460912,0.93310921,69.54915248,23,7.815527552,0.063681718,80.84938324,6,0.483397166,1
790,83.58327837,3.151452756,96.70532764,6,2.095015926,0.023983192,88.96457433,2,0.213648725,1
674,97.82280184,3.319087349,63.12438755,15,2.932054255,0.022443872,92.71963702,7,0.475515732,1
963,89.20710746,2.921357943,77.09660481,14,9.39049016,0.036916294,80.16854915,6,0.342729036,1
842,94.19342687,3.479836486,81.29594749,4,8.789754631,0.077806363,91.93573003,4,0.39807156,1
340,99.67423166,1.022813488,95.94772215,0,5.889315726,0.022468205,81.12399909,4,0.460864447,0
663,81.00350701,2.997583359,99.90784875,19,6.935826247,0.078731839,97.15116793,8,0.320478875,1
195,81.9338912,1.79245657,90.1355246,21,4.317168083,0.069560528,96.14172191,5,0.444872317,1
999,94.40913483,4.730792285,98.83163962,21,8.342646017,0.067907988,80.64510274,5,0.316678776,1
833,85.63650007,3.92932244,91.4840453,8,6.826539575,0.047475567,80.97608049,1,0.339679571,1
584,83.68602794,4.87631517,98.52810564,20,7.558605644,0.074588783,95.07227863,4,0.278039429,1
506,80.7872376,0.669002314,88.29082904,4,4.999278704,0.001351952,87.39089785,3,0.158255421,0
330,80.43693424,1.783099288,63.19053702,21,5.443504052,0.030560726,91.50051576,9,0.321401293,1
848,95.48971206,1.37940164,76.07680748,5,3.661456664,0.067913746,85.4065654,2,0.490979292,1
754,82.68866855,0.550195643,85.86389135,2,9.584420343,0.098729542,83.45937752,8,0.414874398,0
270,89.35441232,1.590465786,74.02874038,5,9.572456163,0.000251434,85.92154235,6,0.398999394,1
640,92.1179363,3.554491926,70.93535672,7,8.542009978,0.050997227,84.934274,3,0.357323521,1
135,88.56703601,1.53990015,83.09597069,5,9.484440954,0.092383643,88.96614876,8,0.239163469,0
624,80.54213305,2.790515505,97.34007507,15,7.322624421,0.086353938,94.93352331,8,0.167846078,1
259,95.67003005,4.495181517,61.39927494,15,3.877214954,0.002313619,91.08258816,6,0.189820641,1
938,80.21026449,3.621910642,90.76924814,20,8.081684178,0.052955813,92.18356616,4,0.102528836,1
798,95.23779789,2.275830815,88.90909112,2,4.602209674,0.00042871,89.40157193,8,0.369392168,0
342,97.86608988,2.176110225,98.55813702,16,5.523853514,0.078957495,86.4946728,6,0.424751023,1
185,88.65679842,2.550811163,97.22844889,20,4.194801311,0.030887484,82.87017651,8,0.20756454,1
895,90.71084946,1.296686485,90.48930248,5,5.388975342,0.076559066,87.09130918,2,0.13674016,1
677,89.53966785,3.353003453,80.81635059,5,7.434538925,0.094479334,93.30397232,8,0.234290827,1
781,87.78417237,2.138687686,68.17070213,21,2.88488449,0.097608505,94.67554846,0,0.216820492,1
656,97.74849071,4.335644072,81.80942873,18,2.841655432,0.089411118,89.38363088,4,0.280350544,1
673,97.87867021,3.90448697,90.61407976,19,7.470160097,0.020414345,92.89994549,1,0.205640822,1
745,86.71632729,3.247309238,95.82676851,14,8.236649334,0.019460017,84.21082164,0,0.235893082,1
895,92.30139508,2.138910002,91.58848037,18,6.411733478,0.062578043,97.20132641,2,0.463021912,1
127,98.53815124,1.444693243,67.81067741,1,3.453128113,0.054405368,97.31872901,6,0.233934141,1
719,99.24116998,3.992683388,83.98745257,7,5.446054787,0.000953461,86.40655855,2,0.414207219,1
655,90.17918081,2.688840945,73.28693838,6,8.065404179,0.039172735,90.95424479,9,0.35033348,1
439,89.05649611,1.511375172,60.3682267,7,7.485864812,0.090669101,92.13324057,9,0.235015178,1
897,85.57388632,1.378285768,68.00883743,12,2.878923823,0.089835902,89.44860078,8,0.427115308,1
430,99.17743746,1.24430407,64.528826,21,9.753177448,0.020390688,98.22284307,2,0.338030428,1
739,82.85628609,3.997225383,93.70876494,14,3.786911047,0.038196307,94.79433894,5,0.103447491,1
605,91.59659152,1.530442334,70.34025009,11,3.763116037,0.056036601,93.45020985,1,0.127491281,1
447,85.65100535,2.869890186,71.38791876,14,5.678857982,0.085278427,90.40186443,7,0.401055824,1
572,85.58016581,2.531958624,98.39746287,13,4.617945032,0.053199444,81.6969466,9,0.278611116,1
330,88.09937175,3.108249047,75.16346892,6,9.871887909,0.096819981,82.15642755,4,0.262203117,1
289,99.97585872,4.447197052,60.38342561,16,2.611918186,0.079905214,85.98017724,1,0.158330874,1
324,81.09932614,4.404863255,71.35384593,4,4.451513527,0.095309187,84.23044537,6,0.162927438,1
484,91.57083636,2.529842323,64.77198322,19,5.061777283,0.073149222,99.05061944,2,0.41910098,1
476,81.65144316,0.569148128,64.11234247,9,5.94767195,0.087762414,88.19625037,4,0.431606854,1
382,83.0904166,2.418997126,63.09949161,18,2.13125143,0.083100379,97.53210877,8,0.324001016,1
732,88.79125884,3.227870918,83.73037881,17,2.658897054,0.025383848,96.36159367,0,0.218051124,1
727,90.20920263,3.009941416,67.57390895,23,4.062477142,0.022953642,96.25140545,1,0.473080327,1
844,85.17584817,3.431012476,74.44971176,9,6.432016653,0.086438343,84.3141505,4,0.349584956,1
358,86.32914262,1.193340796,94.48070865,1,8.142172562,0.008467774,88.94643626,3,0.418656848,0
458,81.73934041,3.409407945,76.97352559,5,7.491962791,0.04085636,86.35903983,0,0.101313168,1
809,86.06439568,1.321932284,96.627654,2,6.536199302,0.082065777,99.40822008,6,0.28012784,1
555,99.33116879,3.877357913,79.91752214,18,5.177862718,0.081323933,97.53488603,8,0.448379635,1
510,98.89414763,2.02589426,75.95346459,4,8.965556018,0.013878281,84.99847322,0,0.235293313,0
748,86.6975658,3.69452945,90.01555708,6,5.678180346,0.04877098,86.27040722,7,0.390620471,1
417,91.41707873,0.715395195,62.92700395,6,4.394022445,0.04798324,90.57818475,8,0.36306993,1
776,98.19190782,2.335370115,63.57913532,9,7.034680919,0.032372145,85.5721157,1,0.160887347,1
324,80.12367645,3.67265535,86.07894856,0,7.536919973,0.091718115,96.49059933,0,0.409961531,1
918,96.21367141,1.520917323,79.47762853,10,5.187761959,0.065311761,96.38462556,5,0.145010716,1
333,98.96739106,4.078791702,91.61661001,22,2.225146248,0.098018749,94.48680876,6,0.391165639,1
783,81.82651469,3.338508799,96.65083349,6,2.753052002,0.006676621,93.7862041,1,0.496387335,1
763,83.22895372,3.144027975,75.53467511,5,8.764791135,0.039435017,90.94603015,4,0.483192573,1
926,99.21492606,2.090969844,83.85640106,5,2.452383369,0.083513756,86.94224514,4,0.420096697,1
473,90.75080287,2.671031617,80.02786511,12,6.736157336,0.042268567,96.73876906,6,0.31380697,1
771,80.28393269,3.188071854,99.26442623,15,3.469675084,0.026187803,97.17664343,0,0.36992983,1
707,85.15263998,2.626079513,93.24337629,12,3.83141033,0.099780754,80.99018938,9,0.391243356,1
571,88.99887349,3.642409958,96.46950833,1,4.186671678,0.087312489,87.97238828,7,0.10336061,1
332,93.85817822,2.451636199,70.1736035,18,2.30633109,0.054647366,80.53255161,4,0.140946488,1
791,94.66320756,1.410229318,90.90105693,18,3.417882193,0.056170924,96.78954789,2,0.338823653,1
212,99.90843026,1.462702023,70.618929,18,7.203999876,0.000686296,83.54186493,8,0.102613816,1
929,85.75022399,0.52611696,68.34970134,17,5.98973709,0.098099458,93.4773353,2,0.46356226,1
596,90.76440204,1.85430972,97.77064639,5,8.378632686,0.080629516,87.14751635,6,0.295865085,0
541,90.66647096,3.870129382,60.77217667,1,2.489936852,0.003672936,96.32130906,9,0.20310683,1
663,88.11290519,4.07373219,98.61554815,18,9.11118637,0.017633019,90.19373801,6,0.257528468,1
367,83.38323788,1.411103939,65.97047588,5,9.971188255,0.082103123,86.48803849,9,0.440310564,1
609,99.54913126,4.815697986,92.77752327,19,2.125919778,0.008686555,86.47741335,7,0.47087715,1
906,97.06634373,2.760812571,71.03690212,22,9.741120524,0.094178573,86.53854485,9,0.146493992,1
485,89.96666057,4.626404371,74.0280931,21,3.886901704,0.099989106,95.77158434,7,0.411184254,1
486,92.06490845,3.680443768,68.67030845,14,7.540345106,0.088643281,94.22231198,3,0.331290847,1
212,84.54522107,3.750950404,83.4205617,5,4.339867545,0.073890399,86.38428215,0,0.334201103,1
712,90.87574141,0.882696296,73.9238219,2,6.17450303,0.048728235,89.80416178,3,0.411780849,1
724,93.89940266,1.489960071,86.29572158,10,6.083348079,0.008242958,81.52306771,5,0.189137875,0
180,90.30334057,0.53966675,60.62589272,7,4.888843836,0.073044623,96.55000537,9,0.312417987,1
798,99.80570341,3.722574382,62.57499534,21,7.740374146,0.039686515,85.31909619,5,0.227741046,1
212,92.22683312,2.049972298,63.98644611,17,6.797091855,0.057022863,97.78450284,5,0.137804938,1
101,87.41947425,4.039936322,76.75974741,16,6.066216032,0.029339048,91.93593386,6,0.142031778,1
741,95.44304055,2.02521299,92.59184691,18,9.862714495,0.024215601,91.35640324,0,0.154588588,1
319,83.40925023,4.187001885,95.52711642,18,9.520074609,0.032429696,83.25437485,9,0.34595994,1
665,87.69031627,1.088142142,69.7924296,23,9.643486766,0.081382802,81.39070719,0,0.142332079,1
954,86.93917901,1.280179205,82.97478897,20,9.050591678,0.042649154,91.05233162,6,0.328041537,1
835,88.6361419,2.033944428,90.73459971,16,4.04124271,0.031170791,89.35978247,3,0.335318823,1
324,95.63559652,2.33819325,71.5531772,3,4.799808248,0.04329704,82.39366067,5,0.461558604,1
484,89.68346064,2.069162649,76.36030947,6,3.848436956,0.003228737,96.71175445,5,0.350550639,0
502,95.88028901,3.936411646,80.95896811,4,9.889415098,0.089060428,88.34480238,8,0.494235136,1
737,91.52977806,0.936281267,65.39499386,15,3.221294958,0.055176156,85.20915601,1,0.112397032,1
229,86.84138869,2.080476588,61.03929175,5,4.932094044,0.010482623,95.76544186,3,0.381658455,1
152,96.19957487,4.267579998,66.11223237,13,3.592355398,0.028840693,98.26128314,3,0.110592031,1
783,84.76579341,0.800586848,85.07414485,19,3.787630497,0.098355275,86.11925406,6,0.391751031,1
